,Metabolite,Formula,Polarity (z),mz,ppm,RT,RT_range,Detection,np OLFR2 A,np OLFR2 B,np OLFR2 C,np GPI1 A,np GPI1 B,NP GPI1 C,p OLFR2 A,p OLFR2 B,p GPI1 A,p GPI1 B,np_vs_p_ttest_pval,np_vs_p_Log2FoldChange,np_vs_p_impact_score,p_vs_np_ttest_pval,p_vs_np_Log2FoldChange,p_vs_np_impact_score
490,Palmitic acid-13C-4,C16H32O2-13C-4,-,259.2464,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
491,Palmitic acid-13C-5,C16H32O2-13C-5,-,260.2497,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
492,Palmitic acid-13C-6,C16H32O2-13C-6,-,261.2531,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
493,Palmitic acid-13C-7,C16H32O2-13C-7,-,262.2564,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
494,Palmitic acid-13C-8,C16H32O2-13C-8,-,263.2598,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
495,Palmitic acid-13C-9,C16H32O2-13C-9,-,264.2631,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
496,Palmitic acid-13C-10,C16H32O2-13C-10,-,265.2665,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
497,Palmitic acid-13C-11,C16H32O2-13C-11,-,266.2699,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
498,Palmitic acid-13C-12,C16H32O2-13C-12,-,267.2732,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
499,Palmitic acid-13C-13,C16H32O2-13C-13,-,268.2766,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
500,Palmitic acid-13C-14,C16H32O2-13C-14,-,269.2799,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
501,Palmitic acid-13C-15,C16H32O2-13C-15,-,270.2833,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
502,Palmitic acid-13C-16,C16H32O2-13C-16,-,271.2866,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
503,Uridine diphosphate-N-acetylglucosamine-13C-0,C17H27N3O17P2-13C-0,+,608.0888,-7.1,12.25,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
504,Uridine diphosphate-N-acetylglucosamine-13C-1,C17H27N3O17P2-13C-1,+,609.0922,2.0,12.16,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
505,Uridine diphosphate-N-acetylglucosamine-13C-2,C17H27N3O17P2-13C-2,+,610.0956,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
506,Uridine diphosphate-N-acetylglucosamine-13C-3,C17H27N3O17P2-13C-3,+,611.0989,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
507,Uridine diphosphate-N-acetylglucosamine-13C-4,C17H27N3O17P2-13C-4,+,612.1023,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
508,Uridine diphosphate-N-acetylglucosamine-13C-5,C17H27N3O17P2-13C-5,+,613.1056,-4.6,12.4,0.05,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
509,Uridine diphosphate-N-acetylglucosamine-13C-6,C17H27N3O17P2-13C-6,+,614.109,-0.8,12.4,0.03,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
510,Uridine diphosphate-N-acetylglucosamine-13C-7,C17H27N3O17P2-13C-7,+,615.1123,0.8,12.38,0.05,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
511,Uridine diphosphate-N-acetylglucosamine-13C-8,C17H27N3O17P2-13C-8,+,616.1157,-0.3,12.4,0.07,2,-,-,-,-,-,-,15194,14692,-,-,0.06036517529780128,-0.31863499463164424,0.0,0.06036517529780128,0.3186349946316443,0.0
512,Uridine diphosphate-N-acetylglucosamine-13C-9,C17H27N3O17P2-13C-9,+,617.119,-2.5,12.4,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
513,Uridine diphosphate-N-acetylglucosamine-13C-10,C17H27N3O17P2-13C-10,+,618.1224,-6.3,12.43,0.03,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
514,Uridine diphosphate-N-acetylglucosamine-13C-11,C17H27N3O17P2-13C-11,+,619.1258,-1.9,12.43,0.09,4,-,-,-,-,-,-,15719,15776,10142,10413,0.04239964760779677,-0.3798981635246924,0.0,0.04239964760779677,0.3798981635246924,0.0
515,Uridine diphosphate-N-acetylglucosamine-13C-12,C17H27N3O17P2-13C-12,+,620.1291,-3.9,12.4,0.2,3,-,-,-,-,-,-,22164,15590,11377,-,0.08187808389867071,-0.4600264217959551,0.0,0.08187808389867071,0.4600264217959551,0.0
516,Uridine diphosphate-N-acetylglucosamine-13C-13,C17H27N3O17P2-13C-13,+,621.1325,-1.5,12.4,0.09,10,57258,60471,70496,27528,23651,25315,164644,106114,42466,55644,0.08423488079521893,-1.063605391783659,2.0,0.08423488079521893,1.0636053917836592,2.0
517,Uridine diphosphate-N-acetylglucosamine-13C-14,C17H27N3O17P2-13C-14,+,622.1358,-6.6,12.4,0.09,4,14336,-,12729,-,-,-,29284,25299,-,-,0.10697178728330814,-0.7382492828490715,0.0,0.10697178728330814,0.7382492828490717,0.0
518,Uridine diphosphate-N-acetylglucosamine-13C-15,C17H27N3O17P2-13C-15,+,623.1392,-2.7,12.4,0.09,7,12650,25295,19891,-,-,-,39521,24555,13821,15090,0.17181574392730414,-0.6671791794450188,0.0,0.17181574392730414,0.6671791794450188,0.0
519,Uridine diphosphate-N-acetylglucosamine-13C-16,C17H27N3O17P2-13C-16,+,624.1425,-3.9,12.4,0.09,1,-,-,-,-,-,-,14421,-,-,-,0.24150397191306,-0.15124187102091086,0.0,0.24150397191306,0.15124187102091075,0.0
520,Uridine diphosphate-N-acetylglucosamine-13C-17,C17H27N3O17P2-13C-17,+,625.1459,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
521,Folic acid-13C-0,C19H19N7O6-13C-0,+,442.147,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
522,Folic acid-13C-1,C19H19N7O6-13C-1,+,443.1503,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
523,Folic acid-13C-2,C19H19N7O6-13C-2,+,444.1537,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
524,Folic acid-13C-3,C19H19N7O6-13C-3,+,445.157,9.6,3.62,0.42,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
525,Folic acid-13C-4,C19H19N7O6-13C-4,+,446.1604,3.6,3.66,0.21,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
526,Folic acid-13C-5,C19H19N7O6-13C-5,+,447.1637,-4.3,3.63,0.17,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
527,Folic acid-13C-6,C19H19N7O6-13C-6,+,448.1671,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
528,Folic acid-13C-7,C19H19N7O6-13C-7,+,449.1704,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
529,Folic acid-13C-8,C19H19N7O6-13C-8,+,450.1738,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
530,Folic acid-13C-9,C19H19N7O6-13C-9,+,451.1772,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
531,Folic acid-13C-10,C19H19N7O6-13C-10,+,452.1805,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
532,Folic acid-13C-11,C19H19N7O6-13C-11,+,453.1839,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
533,Folic acid-13C-12,C19H19N7O6-13C-12,+,454.1872,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
534,Folic acid-13C-13,C19H19N7O6-13C-13,+,455.1906,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
535,Folic acid-13C-14,C19H19N7O6-13C-14,+,456.1939,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
536,Folic acid-13C-15,C19H19N7O6-13C-15,+,457.1973,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
537,Folic acid-13C-16,C19H19N7O6-13C-16,+,458.2006,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
538,Folic acid-13C-17,C19H19N7O6-13C-17,+,459.204,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
539,Folic acid-13C-18,C19H19N7O6-13C-18,+,460.2073,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
540,Folic acid-13C-19,C19H19N7O6-13C-19,+,461.2107,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
541,Dihydrofolic acid-13C-0,C19H21N7O6-13C-0,+,444.1626,1.6,8.14,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
542,Dihydrofolic acid-13C-1,C19H21N7O6-13C-1,+,445.166,-8.2,8.15,0.27,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
543,Dihydrofolic acid-13C-2,C19H21N7O6-13C-2,+,446.1693,-9.7,8.1,0.27,1,-,-,-,-,-,-,-,-,40569,-,0.24150397191306,-0.005089590972762958,0.0,0.24150397191306,0.005089590972762784,0.0
544,Dihydrofolic acid-13C-3,C19H21N7O6-13C-3,+,447.1727,-6.9,8.22,0.1,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
545,Dihydrofolic acid-13C-4,C19H21N7O6-13C-4,+,448.176,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
546,Dihydrofolic acid-13C-5,C19H21N7O6-13C-5,+,449.1794,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
547,Dihydrofolic acid-13C-6,C19H21N7O6-13C-6,+,450.1827,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
548,Dihydrofolic acid-13C-7,C19H21N7O6-13C-7,+,451.1861,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
549,Dihydrofolic acid-13C-8,C19H21N7O6-13C-8,+,452.1894,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
550,Dihydrofolic acid-13C-9,C19H21N7O6-13C-9,+,453.1928,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
551,Dihydrofolic acid-13C-10,C19H21N7O6-13C-10,+,454.1962,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
552,Dihydrofolic acid-13C-11,C19H21N7O6-13C-11,+,455.1995,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
553,Dihydrofolic acid-13C-12,C19H21N7O6-13C-12,+,456.2029,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
554,Dihydrofolic acid-13C-13,C19H21N7O6-13C-13,+,457.2062,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
555,Dihydrofolic acid-13C-14,C19H21N7O6-13C-14,+,458.2096,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
556,Dihydrofolic acid-13C-15,C19H21N7O6-13C-15,+,459.2129,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
557,Dihydrofolic acid-13C-16,C19H21N7O6-13C-16,+,460.2163,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
558,Dihydrofolic acid-13C-17,C19H21N7O6-13C-17,+,461.2196,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
559,Dihydrofolic acid-13C-18,C19H21N7O6-13C-18,+,462.223,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
560,Dihydrofolic acid-13C-19,C19H21N7O6-13C-19,+,463.2263,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
561,Oxidized glutathione-13C-0,C20H32N6O12S2-13C-0,+,613.1592,-3.0,14.78,0.12,10,97851,77185,123896,73384,90638,84176,121822,141886,169685,159765,0.0018445328363838407,-0.701495285454754,106.0,0.0018445328363838407,0.7014952854547539,106.0
562,Oxidized glutathione-13C-1,C20H32N6O12S2-13C-1,+,614.1626,-3.9,14.78,0.07,10,24680,18633,31099,21279,24741,27528,42733,38523,47855,39591,0.0002415517889604089,-0.7742323723463524,237.0,0.0002415517889604089,0.7742323723463524,237.0
563,Oxidized glutathione-13C-2,C20H32N6O12S2-13C-2,+,615.1659,-2.5,14.78,0.1,10,112279,81797,139467,110270,105234,113344,268894,259388,275346,237802,1.0845730349941841e-06,-1.2377733962380348,403094.0,1.0845730349941841e-06,1.237773396238035,403094.0
564,Oxidized glutathione-13C-3,C20H32N6O12S2-13C-3,+,616.1693,-7.5,14.75,0.07,10,32806,21010,39673,33660,50409,43610,58000,57744,60989,65240,0.002258301395213461,-0.7146659150662901,35.0,0.002258301395213461,0.7146659150662901,35.0
565,Oxidized glutathione-13C-4,C20H32N6O12S2-13C-4,+,617.1727,-3.2,14.76,0.07,10,53968,41457,64414,71128,69716,67191,133988,142918,135169,124435,3.971488672723762e-06,-1.1293558468585514,53827.0,3.971488672723762e-06,1.1293558468585514,53827.0
566,Oxidized glutathione-13C-5,C20H32N6O12S2-13C-5,+,618.176,-5.8,14.76,0.07,10,21913,19989,22143,35631,29819,32280,46894,60870,49787,52543,0.00023709446391212535,-0.9620087846851364,327.0,0.00023709446391212535,0.9620087846851364,327.0
567,Oxidized glutathione-13C-6,C20H32N6O12S2-13C-6,+,619.1794,-8.7,14.8,0.07,10,26928,16733,26259,30384,37224,24632,59055,53089,54147,53122,5.8312287170039565e-05,-1.0211935133101362,1425.0,5.8312287170039565e-05,1.0211935133101362,1425.0
568,Oxidized glutathione-13C-7,C20H32N6O12S2-13C-7,+,620.1827,-8.1,14.76,0.07,6,-,-,-,11763,16149,22538,20920,33460,-,26506,0.07684354156158656,-0.7294848564060019,0.0,0.07684354156158656,0.7294848564060019,0.0
569,Oxidized glutathione-13C-8,C20H32N6O12S2-13C-8,+,621.1861,0.4,14.8,0.07,3,-,-,-,-,11964,-,19386,14868,-,-,0.1014916942099624,-0.304712419721094,0.0,0.1014916942099624,0.304712419721094,0.0
570,Oxidized glutathione-13C-9,C20H32N6O12S2-13C-9,+,622.1894,-7.9,14.76,0.05,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
571,Oxidized glutathione-13C-10,C20H32N6O12S2-13C-10,+,623.1928,-6.1,14.77,0.05,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
572,Oxidized glutathione-13C-11,C20H32N6O12S2-13C-11,+,624.1961,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
573,Oxidized glutathione-13C-12,C20H32N6O12S2-13C-12,+,625.1995,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
574,Oxidized glutathione-13C-13,C20H32N6O12S2-13C-13,+,626.2029,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
575,Oxidized glutathione-13C-14,C20H32N6O12S2-13C-14,+,627.2062,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
576,Oxidized glutathione-13C-15,C20H32N6O12S2-13C-15,+,628.2096,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
577,Oxidized glutathione-13C-16,C20H32N6O12S2-13C-16,+,629.2129,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
578,Oxidized glutathione-13C-17,C20H32N6O12S2-13C-17,+,630.2163,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
579,Oxidized glutathione-13C-18,C20H32N6O12S2-13C-18,+,631.2196,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
580,Oxidized glutathione-13C-19,C20H32N6O12S2-13C-19,+,632.223,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
581,Oxidized glutathione-13C-20,C20H32N6O12S2-13C-20,+,633.2263,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
582,NAD-13C-0,C21H27N7O14P2-13C-0,+,664.1164,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
583,NAD-13C-1,C21H27N7O14P2-13C-1,+,665.1198,8.0,11.23,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
584,NAD-13C-2,C21H27N7O14P2-13C-2,+,666.1231,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
585,NAD-13C-3,C21H27N7O14P2-13C-3,+,667.1265,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
586,NAD-13C-4,C21H27N7O14P2-13C-4,+,668.1298,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
587,NAD-13C-5,C21H27N7O14P2-13C-5,+,669.1332,-2.5,11.12,0.09,9,33986,-,32107,19680,26345,32044,41852,37772,81557,95565,0.014154347277275915,-1.3208571073499384,8.0,0.014154347277275915,1.3208571073499389,8.0
588,NAD-13C-6,C21H27N7O14P2-13C-6,+,670.1365,-6.3,11.12,0.09,2,-,-,-,-,-,-,-,-,24705,33135,0.07005804433987192,-0.9605117101190244,0.0,0.07005804433987192,0.9605117101190244,0.0
589,NAD-13C-7,C21H27N7O14P2-13C-7,+,671.1399,-8.6,11.12,0.0,1,-,-,-,-,-,-,-,-,-,24763,0.24150397191306,-0.4532014817778976,0.0,0.24150397191306,0.4532014817778976,0.0
590,NAD-13C-8,C21H27N7O14P2-13C-8,+,672.1432,-8.4,11.05,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
591,NAD-13C-9,C21H27N7O14P2-13C-9,+,673.1466,-3.3,11.12,0.09,4,-,-,-,-,17301,-,11562,11196,-,37722,0.2793106468768325,-0.6515484835269125,0.0,0.2793106468768325,0.6515484835269124,0.0
592,NAD-13C-10,C21H27N7O14P2-13C-10,+,674.1499,-5.1,11.12,0.09,10,204404,98685,201988,138328,139595,130476,172522,125808,261066,312762,0.13623610138205866,-0.5181851927597787,2.0,0.13623610138205866,0.5181851927597787,2.0
593,NAD-13C-11,C21H27N7O14P2-13C-11,+,675.1533,-4.2,11.12,0.17,10,197486,62168,105041,101266,159026,118195,235190,212974,236613,281402,0.002333684674373801,-0.9635374368930693,153.0,0.002333684674373801,0.9635374368930693,153.0
594,NAD-13C-12,C21H27N7O14P2-13C-12,+,676.1567,-7.0,11.11,0.09,10,99911,31916,72595,73664,88882,78488,216769,132069,107907,186659,0.005432491740891132,-1.1154044695679135,47.0,0.005432491740891132,1.1154044695679135,47.0
595,NAD-13C-13,C21H27N7O14P2-13C-13,+,677.16,-5.6,11.11,0.23,8,39015,-,42727,41587,55068,-,126627,104379,67850,85322,0.001784989657470636,-1.5259657705298486,104.0,0.001784989657470636,1.5259657705298486,104.0
596,NAD-13C-14,C21H27N7O14P2-13C-14,+,678.1634,-5.8,11.14,0.09,8,22169,-,-,23668,20269,20617,50976,51493,31682,37127,0.0010956818874216722,-1.267431228831431,67.0,0.0010956818874216722,1.2674312288314304,67.0
597,NAD-13C-15,C21H27N7O14P2-13C-15,+,679.1667,-3.4,11.11,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
598,NAD-13C-16,C21H27N7O14P2-13C-16,+,680.1701,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
599,NAD-13C-17,C21H27N7O14P2-13C-17,+,681.1734,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
600,NAD-13C-18,C21H27N7O14P2-13C-18,+,682.1768,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
601,NAD-13C-19,C21H27N7O14P2-13C-19,+,683.1801,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
602,NAD-13C-20,C21H27N7O14P2-13C-20,+,684.1835,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
603,NAD-13C-21,C21H27N7O14P2-13C-21,+,685.1869,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
604,NADP-13C-0,C21H28N7O17P3-13C-0,+,744.0827,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
605,NADP-13C-1,C21H28N7O17P3-13C-1,+,745.0861,-5.3,14.24,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
606,NADP-13C-2,C21H28N7O17P3-13C-2,+,746.0894,5.8,14.55,0.02,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
607,NADP-13C-3,C21H28N7O17P3-13C-3,+,747.0928,-5.7,14.52,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
608,NADP-13C-4,C21H28N7O17P3-13C-4,+,748.0961,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
609,NADP-13C-5,C21H28N7O17P3-13C-5,+,749.0995,7.5,14.42,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
610,NADP-13C-6,C21H28N7O17P3-13C-6,+,750.1029,6.2,14.5,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
611,NADP-13C-7,C21H28N7O17P3-13C-7,+,751.1062,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
612,NADP-13C-8,C21H28N7O17P3-13C-8,+,752.1096,-8.1,14.57,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
613,NADP-13C-9,C21H28N7O17P3-13C-9,+,753.1129,4.9,14.53,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
614,NADP-13C-10,C21H28N7O17P3-13C-10,+,754.1163,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
615,NADP-13C-11,C21H28N7O17P3-13C-11,+,755.1196,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
616,NADP-13C-12,C21H28N7O17P3-13C-12,+,756.123,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
617,NADP-13C-13,C21H28N7O17P3-13C-13,+,757.1263,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
618,NADP-13C-14,C21H28N7O17P3-13C-14,+,758.1297,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
619,NADP-13C-15,C21H28N7O17P3-13C-15,+,759.1331,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
620,NADP-13C-16,C21H28N7O17P3-13C-16,+,760.1364,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
621,NADP-13C-17,C21H28N7O17P3-13C-17,+,761.1398,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
622,NADP-13C-18,C21H28N7O17P3-13C-18,+,762.1431,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
623,NADP-13C-19,C21H28N7O17P3-13C-19,+,763.1465,-9.0,14.51,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
624,NADP-13C-20,C21H28N7O17P3-13C-20,+,764.1498,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
625,NADP-13C-21,C21H28N7O17P3-13C-21,+,765.1532,0.3,14.46,0.04,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
626,NADH-13C-0,C21H29N7O14P2-13C-0,-,664.1175,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
627,NADH-13C-1,C21H29N7O14P2-13C-1,-,665.1209,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
